temperature,rainfall,humidity,population,water_level,pH,turbidity,flow_rate,district,month,year,day_of_week,season,is_weekend,is_holiday,income_level,industrial_activity,tourism,pipe_age,leakage_rate,storage_capacity,forecast_rainfall,forecast_temperature,demand_lag_1m,demand_lag_3m,demand_lag_6m,demand
33.5,107.2,92.3,499595,60.3,7.75,1.52,96.6,Kinondoni,9,2014,0,Dry,0,0,5,72,64,15,35.0,187622,62.2,32.9,1641724,1637254,961532,1803736
33.4,43.1,59.4,410522,68.2,7.82,3.9,82.6,Kinondoni,10,2014,2,Dry,0,0,5,72,64,15,35.0,187622,52.5,34.2,1803736,741577,654656,1412748
22.9,66.2,44.7,477383,100.7,8.26,2.86,30.8,Kinondoni,11,2014,5,Rainy,1,0,5,72,64,15,35.0,187622,96.4,22.2,1412748,1641724,1577106,1873212
28.3,253.4,55.8,290923,141.2,6.71,0.52,48.0,Kinondoni,12,2014,0,Short Rains,0,0,5,72,64,15,35.0,187622,192.4,29.1,1873212,1803736,1637254,1032233
29.1,32.1,83.5,405745,39.6,7.17,1.22,75.9,Kinondoni,1,2015,3,Hot,0,0,5,72,64,15,35.0,187622,40.0,29.8,1032233,1412748,741577,1510621
29.6,86.7,86.7,245335,121.0,7.53,0.67,35.3,Kinondoni,2,2015,6,Hot,1,0,5,72,64,15,35.0,187622,90.3,30.6,1510621,1873212,1641724,988380
28.7,299.8,40.6,463729,28.6,7.67,4.04,38.9,Kinondoni,3,2015,6,Rainy,1,0,5,72,64,15,35.0,187622,379.0,27.6,988380,1032233,1803736,1635232
24.8,141.5,45.5,272472,42.4,6.7,4.38,83.1,Kinondoni,4,2015,2,Rainy,0,0,5,72,64,15,35.0,187622,97.8,23.7,1635232,1510621,1412748,1042982
30.7,10.0,55.5,297399,75.6,6.78,2.04,12.1,Kinondoni,5,2015,4,Rainy,0,0,5,72,64,15,35.0,187622,11.2,30.7,1042982,988380,1873212,1279300
22.3,83.7,60.5,300022,127.3,6.99,0.57,54.7,Kinondoni,6,2015,0,Dry,0,0,5,72,64,15,35.0,187622,64.5,22.4,1279300,1635232,1032233,906102
30.0,203.3,67.8,240204,194.4,7.3,1.63,57.2,Kinondoni,7,2015,2,Dry,0,0,5,72,64,15,35.0,187622,286.3,29.8,906102,1042982,1510621,688737
34.6,297.5,82.5,129709,138.7,7.21,0.79,77.8,Kinondoni,8,2015,5,Dry,1,0,5,72,64,15,35.0,187622,178.9,33.3,688737,1279300,988380,413812
26.0,191.3,78.2,458114,179.5,6.75,3.97,33.5,Kinondoni,9,2015,1,Dry,0,0,5,72,64,15,35.0,187622,230.0,26.0,413812,906102,1635232,1238844
22.8,193.6,45.6,366282,63.1,8.46,3.59,46.6,Kinondoni,10,2015,3,Dry,0,0,5,72,64,15,35.0,187622,235.9,21.8,1238844,688737,1042982,1033395
32.1,181.1,86.2,173272,64.3,7.62,4.83,20.1,Kinondoni,11,2015,6,Rainy,1,0,5,72,64,15,35.0,187622,211.6,32.8,1033395,413812,1279300,763362
21.9,263.8,40.1,191897,125.0,8.42,1.97,32.8,Kinondoni,12,2015,1,Short Rains,0,0,5,72,64,15,35.0,187622,173.0,21.5,763362,1238844,906102,534516
32.8,57.8,42.5,407271,153.5,7.58,1.09,31.2,Kinondoni,1,2016,4,Hot,0,0,5,72,64,15,35.0,187622,47.3,31.4,534516,1033395,688737,1771794
20.8,219.2,75.4,384233,61.2,6.55,2.06,11.8,Kinondoni,2,2016,0,Hot,0,0,5,72,64,15,35.0,187622,208.8,19.9,1771794,763362,413812,1072438
33.5,218.8,82.3,133587,129.7,6.56,1.86,31.1,Kinondoni,3,2016,1,Rainy,0,0,5,72,64,15,35.0,187622,177.4,34.1,1072438,534516,1238844,506506
20.2,177.1,41.6,369612,143.5,7.56,2.21,58.2,Kinondoni,4,2016,4,Rainy,0,0,5,72,64,15,35.0,187622,209.0,20.2,506506,1771794,1033395,1081604
28.6,294.1,87.6,220528,34.1,8.49,2.79,13.3,Kinondoni,5,2016,6,Rainy,1,0,5,72,64,15,35.0,187622,231.0,29.2,1081604,1072438,763362,852701
20.5,296.3,70.9,119718,80.7,8.33,4.99,28.7,Kinondoni,6,2016,2,Dry,0,0,5,72,64,15,35.0,187622,285.5,21.2,852701,506506,534516,316946
23.6,249.4,68.4,434383,133.9,8.28,4.9,61.6,Kinondoni,7,2016,4,Dry,0,0,5,72,64,15,35.0,187622,168.2,23.4,316946,1081604,1771794,1772393
24.9,203.5,67.3,85548,188.6,8.41,4.01,31.9,Kinondoni,8,2016,0,Dry,0,0,5,72,64,15,35.0,187622,119.3,24.6,1772393,852701,1072438,373410
24.1,219.0,81.9,160367,78.9,7.72,3.63,79.8,Kinondoni,9,2016,3,Dry,0,0,5,72,64,15,35.0,187622,312.1,24.0,373410,316946,506506,465511
22.7,103.3,44.8,87536,151.4,7.82,1.32,17.8,Kinondoni,10,2016,5,Dry,1,0,5,72,64,15,35.0,187622,87.0,22.4,465511,1772393,1081604,362071
25.6,152.4,85.7,73639,22.2,7.93,2.33,50.1,Kinondoni,11,2016,1,Rainy,0,0,5,72,64,15,35.0,187622,203.4,24.7,362071,373410,852701,311698
34.0,103.0,71.1,200395,14.8,6.61,2.7,60.9,Kinondoni,12,2016,3,Short Rains,0,0,5,72,64,15,35.0,187622,59.5,34.6,311698,465511,316946,796189
33.8,264.0,51.8,125740,49.8,7.09,3.56,67.6,Kinondoni,1,2017,6,Hot,1,0,5,72,64,15,35.0,187622,282.6,35.4,796189,362071,1772393,450865
22.1,146.9,76.2,331004,49.9,7.02,0.67,95.7,Kinondoni,2,2017,2,Hot,0,0,5,72,64,15,35.0,187622,177.4,22.7,450865,311698,373410,943364
20.4,84.7,58.4,498206,167.6,6.78,3.13,33.5,Kinondoni,3,2017,2,Rainy,0,0,5,72,64,15,35.0,187622,100.9,21.1,943364,796189,465511,1965975
23.3,123.4,68.0,179847,140.0,8.33,3.28,68.2,Kinondoni,4,2017,5,Rainy,1,0,5,72,64,15,35.0,187622,103.2,22.4,1965975,450865,362071,799149
23.5,226.2,78.2,219377,66.9,7.94,1.19,31.4,Kinondoni,5,2017,0,Rainy,0,0,5,72,64,15,35.0,187622,256.1,22.7,799149,943364,311698,601055
32.9,152.7,62.5,481079,74.4,7.06,3.4,16.9,Kinondoni,6,2017,3,Dry,0,0,5,72,64,15,35.0,187622,142.6,33.3,601055,1965975,796189,1720977
29.4,153.9,48.6,514113,116.5,7.17,0.95,55.9,Kinondoni,7,2017,5,Dry,1,0,5,72,64,15,35.0,187622,191.3,30.6,1720977,799149,450865,1528950
26.1,33.1,90.6,343609,58.6,6.54,2.33,23.3,Kinondoni,8,2017,1,Dry,0,0,5,72,64,15,35.0,187622,21.4,27.1,1528950,601055,943364,1178763
21.3,211.5,81.1,321448,140.2,8.23,0.95,49.3,Kinondoni,9,2017,4,Dry,0,0,5,72,64,15,35.0,187622,162.4,22.0,1178763,1720977,1965975,860644
35.0,249.8,73.9,452248,167.2,6.66,1.01,80.5,Kinondoni,10,2017,6,Dry,1,0,5,72,64,15,35.0,187622,241.0,34.0,860644,1528950,799149,1434093
23.4,191.3,51.0,130757,26.2,7.95,2.79,23.9,Kinondoni,11,2017,2,Rainy,0,0,5,72,64,15,35.0,187622,155.9,22.7,1434093,1178763,601055,447895
30.5,257.3,43.1,502409,139.6,7.5,4.07,77.7,Kinondoni,12,2017,4,Short Rains,0,0,5,72,64,15,35.0,187622,136.5,31.3,447895,860644,1720977,1791865
23.7,233.5,69.6,290070,13.5,8.23,4.78,48.3,Kinondoni,1,2018,0,Hot,0,0,5,72,64,15,35.0,187622,230.9,24.8,1791865,1434093,1528950,914414
28.7,121.3,82.9,260329,133.7,7.28,1.2,18.4,Kinondoni,2,2018,3,Hot,0,1,5,72,64,15,35.0,187622,78.9,29.3,914414,447895,1178763,950136
20.7,289.5,61.7,98925,146.5,6.91,4.21,32.3,Kinondoni,3,2018,3,Rainy,0,0,5,72,64,15,35.0,187622,258.6,21.5,950136,1791865,860644,294229
22.6,218.6,83.8,175335,190.0,6.79,2.6,70.9,Kinondoni,4,2018,6,Rainy,1,0,5,72,64,15,35.0,187622,143.7,23.4,294229,914414,1434093,643680
30.8,232.3,71.0,330161,194.5,7.69,1.39,14.4,Kinondoni,5,2018,1,Rainy,0,0,5,72,64,15,35.0,187622,240.6,32.0,643680,950136,447895,894991
28.9,216.9,40.2,211876,128.4,8.12,1.19,95.1,Kinondoni,6,2018,4,Dry,0,0,5,72,64,15,35.0,187622,288.7,29.1,894991,294229,1791865,744623
25.8,6.6,91.4,405164,97.4,6.73,2.88,27.0,Kinondoni,7,2018,6,Dry,1,0,5,72,64,15,35.0,187622,4.7,26.7,744623,643680,914414,1692566
21.0,49.5,82.4,179053,100.9,7.08,3.13,78.8,Kinondoni,8,2018,2,Dry,0,0,5,72,64,15,35.0,187622,65.5,21.5,1692566,894991,950136,801890
21.7,43.7,91.1,277295,19.2,8.38,3.55,55.5,Kinondoni,9,2018,5,Dry,1,1,5,72,64,15,35.0,187622,35.7,22.4,801890,744623,294229,1083521
30.9,218.7,51.0,155309,44.1,6.52,2.63,69.4,Kinondoni,10,2018,0,Dry,0,0,5,72,64,15,35.0,187622,156.4,30.8,1083521,1692566,643680,518026
33.1,215.4,72.5,416100,102.4,7.52,3.81,33.9,Kinondoni,11,2018,3,Rainy,0,0,5,72,64,15,35.0,187622,314.3,32.7,518026,801890,894991,1160285
21.0,209.7,60.9,426629,103.1,7.7,2.45,16.3,Kinondoni,12,2018,5,Short Rains,1,0,5,72,64,15,35.0,187622,201.3,22.0,1160285,1083521,744623,1173982
31.0,146.9,71.8,211878,193.3,7.8,4.07,42.0,Kinondoni,1,2019,1,Hot,0,0,5,72,64,15,35.0,187622,152.4,30.1,1173982,518026,1692566,734185
23.3,134.6,91.2,258219,48.8,7.38,3.38,17.3,Kinondoni,2,2019,4,Hot,0,1,5,72,64,15,35.0,187622,121.2,23.5,734185,1160285,801890,820646
31.9,62.4,75.5,288246,184.5,7.54,1.21,83.8,Kinondoni,3,2019,4,Rainy,0,0,5,72,64,15,35.0,187622,89.4,31.9,820646,1173982,1083521,1185794
25.3,117.0,55.6,415035,39.0,7.28,3.0,22.7,Kinondoni,4,2019,0,Rainy,0,0,5,72,64,15,35.0,187622,94.5,25.0,1185794,734185,518026,1371475
34.9,75.0,91.8,482661,95.0,8.27,2.51,96.5,Kinondoni,5,2019,2,Rainy,0,0,5,72,64,15,35.0,187622,103.2,33.8,1371475,820646,1160285,1442334
31.0,72.0,65.7,225871,120.4,8.21,2.08,29.3,Kinondoni,6,2019,5,Dry,1,0,5,72,64,15,35.0,187622,83.2,31.7,1442334,1185794,1173982,983896
22.9,260.0,88.4,455748,168.6,7.82,1.89,87.6,Kinondoni,7,2019,0,Dry,0,0,5,72,64,15,35.0,187622,291.3,22.2,983896,1371475,734185,1273693
21.3,273.4,91.5,134258,39.5,7.55,0.68,96.7,Kinondoni,8,2019,3,Dry,0,0,5,72,64,15,35.0,187622,209.3,21.6,1273693,1442334,820646,367749
32.0,287.5,94.2,113088,177.2,6.88,2.33,22.8,Kinondoni,9,2019,6,Dry,1,0,5,72,64,15,35.0,187622,170.8,32.1,367749,983896,1185794,360483
33.8,262.6,52.2,225855,60.6,8.29,4.27,86.7,Kinondoni,10,2019,1,Dry,0,0,5,72,64,15,35.0,187622,158.3,32.4,360483,1273693,1371475,785668
22.1,68.2,64.2,99788,134.5,8.1,4.77,57.3,Kinondoni,11,2019,4,Rainy,0,0,5,72,64,15,35.0,187622,50.8,21.6,785668,367749,1442334,437259
30.3,89.2,77.6,123276,126.8,7.36,1.16,93.2,Kinondoni,12,2019,6,Short Rains,1,0,5,72,64,15,35.0,187622,88.9,29.7,437259,360483,983896,584634
29.4,110.3,72.0,158055,66.8,7.19,2.81,29.2,Kinondoni,1,2020,2,Hot,0,0,5,72,64,15,35.0,187622,145.2,30.1,584634,785668,1273693,704238
34.6,141.1,76.3,251080,30.7,7.05,4.68,25.2,Kinondoni,2,2020,5,Hot,1,0,5,72,64,15,35.0,187622,108.0,36.1,704238,437259,367749,742623
30.0,193.4,74.5,315165,183.3,8.43,1.16,42.3,Kinondoni,3,2020,6,Rainy,1,0,5,72,64,15,35.0,187622,163.3,29.3,742623,584634,360483,916110
23.1,284.2,80.1,479840,73.0,8.19,2.3,58.9,Kinondoni,4,2020,2,Rainy,0,0,5,72,64,15,35.0,187622,279.0,23.2,916110,704238,785668,1535865
24.3,101.1,92.9,245776,161.7,6.98,1.14,56.5,Kinondoni,5,2020,4,Rainy,0,0,5,72,64,15,35.0,187622,79.1,23.8,1535865,742623,437259,1057615
21.5,183.0,68.5,525343,131.5,7.57,2.09,98.3,Kinondoni,6,2020,0,Dry,0,0,5,72,64,15,35.0,187622,106.3,20.4,1057615,916110,584634,1459398
22.4,250.2,59.6,410234,99.7,8.01,2.31,20.6,Kinondoni,7,2020,2,Dry,0,0,5,72,64,15,35.0,187622,323.8,21.5,1459398,1535865,704238,1536028
23.5,160.1,93.5,120569,119.9,7.76,2.2,99.0,Kinondoni,8,2020,5,Dry,1,0,5,72,64,15,35.0,187622,126.7,24.6,1536028,1057615,742623,456863
24.3,296.6,55.8,481168,34.8,7.51,4.25,55.5,Kinondoni,9,2020,1,Dry,0,0,5,72,64,15,35.0,187622,435.1,24.1,456863,1459398,916110,1666455
21.4,19.7,90.8,295045,103.7,7.93,0.96,80.9,Kinondoni,10,2020,3,Dry,0,0,5,72,64,15,35.0,187622,12.0,20.5,1666455,1536028,1535865,1324748
22.6,256.0,56.7,277361,26.8,7.01,3.06,61.1,Kinondoni,11,2020,6,Rainy,1,0,5,72,64,15,35.0,187622,307.7,22.5,1324748,456863,1057615,794220
20.1,69.0,43.2,232352,165.7,7.12,4.4,30.9,Kinondoni,12,2020,1,Short Rains,0,0,5,72,64,15,35.0,187622,54.1,19.5,794220,1666455,1459398,841437
33.2,155.8,45.2,246524,178.8,8.37,3.58,50.3,Kinondoni,1,2021,4,Hot,0,0,5,72,64,15,35.0,187622,115.5,32.4,841437,1324748,1536028,934402
25.0,146.9,41.9,137479,135.2,8.17,3.39,76.4,Kinondoni,2,2021,0,Hot,0,0,5,72,64,15,35.0,187622,167.5,26.0,934402,794220,456863,457498
26.8,242.2,59.2,174866,136.6,6.67,3.57,32.1,Kinondoni,3,2021,0,Rainy,0,0,5,72,64,15,35.0,187622,187.4,27.3,457498,841437,1666455,490015
28.9,156.6,62.4,451185,66.7,7.71,2.65,32.5,Kinondoni,4,2021,3,Rainy,0,0,5,72,64,15,35.0,187622,172.9,28.1,490015,934402,1324748,1630988
28.0,140.3,54.4,162964,142.1,7.74,3.56,62.9,Kinondoni,5,2021,5,Rainy,1,0,5,72,64,15,35.0,187622,99.4,28.3,1630988,457498,794220,582107
27.5,286.3,80.8,99753,148.7,6.99,3.5,71.9,Kinondoni,6,2021,1,Dry,0,0,5,72,64,15,35.0,187622,246.9,28.8,582107,490015,841437,328651
29.1,114.4,59.7,398161,38.2,8.35,4.41,32.6,Kinondoni,7,2021,3,Dry,0,0,5,72,64,15,35.0,187622,98.8,28.4,328651,1630988,934402,1607223
34.3,207.0,57.4,154794,80.6,7.83,1.52,27.1,Kinondoni,8,2021,6,Dry,1,0,5,72,64,15,35.0,187622,242.7,32.8,1607223,582107,457498,519056
31.4,230.2,68.2,405275,122.1,6.75,2.89,20.7,Kinondoni,9,2021,2,Dry,0,0,5,72,64,15,35.0,187622,224.5,31.9,519056,328651,490015,1442227
23.1,220.5,58.8,195166,96.9,6.99,4.74,57.3,Kinondoni,10,2021,4,Dry,0,0,5,72,64,15,35.0,187622,172.2,23.0,1442227,1607223,1630988,559916
22.0,249.1,58.0,265681,18.9,7.39,2.26,51.2,Kinondoni,11,2021,0,Rainy,0,0,5,72,64,15,35.0,187622,132.8,21.7,559916,519056,582107,861379
32.1,175.5,49.0,131885,109.5,7.65,2.22,54.1,Kinondoni,12,2021,2,Short Rains,0,0,5,72,64,15,35.0,187622,251.6,32.7,861379,1442227,328651,541182
22.3,259.6,64.3,343256,91.7,7.09,2.43,90.3,Kinondoni,1,2022,5,Hot,1,0,5,72,64,15,35.0,187622,359.2,22.3,541182,559916,1607223,1204776
32.0,51.0,88.0,509453,137.5,8.35,2.98,65.2,Kinondoni,2,2022,1,Hot,0,0,5,72,64,15,35.0,187622,64.3,31.7,1204776,861379,519056,2036154
26.1,90.6,80.5,431768,98.4,8.37,1.37,56.5,Kinondoni,3,2022,1,Rainy,0,0,5,72,64,15,35.0,187622,98.8,26.0,2036154,541182,1442227,1603337
22.2,170.8,56.3,142148,198.8,8.34,2.5,22.6,Kinondoni,4,2022,4,Rainy,0,0,5,72,64,15,35.0,187622,136.5,22.9,1603337,1204776,559916,595571
29.7,167.9,94.2,87104,153.1,7.52,3.92,26.8,Kinondoni,5,2022,6,Rainy,1,0,5,72,64,15,35.0,187622,119.4,30.4,595571,2036154,861379,385614
20.7,180.5,90.4,152730,92.4,7.46,1.75,76.9,Kinondoni,6,2022,2,Dry,0,0,5,72,64,15,35.0,187622,227.0,20.8,385614,1603337,541182,678988
31.9,19.4,53.8,258537,116.4,6.96,1.08,97.4,Kinondoni,7,2022,4,Dry,0,0,5,72,64,15,35.0,187622,17.9,31.1,678988,595571,1204776,925253
25.8,294.4,87.1,401245,137.8,7.7,1.53,49.9,Kinondoni,8,2022,0,Dry,0,0,5,72,64,15,35.0,187622,232.9,25.5,925253,385614,2036154,1620610
31.7,273.1,73.0,347600,146.2,6.87,3.71,33.7,Kinondoni,9,2022,3,Dry,0,0,5,72,64,15,35.0,187622,219.6,31.1,1620610,678988,1603337,918220
21.2,74.3,55.4,500523,75.2,7.67,2.99,18.7,Kinondoni,10,2022,5,Dry,1,0,5,72,64,15,35.0,187622,91.9,20.3,918220,925253,595571,2061846
25.9,139.5,65.9,486259,134.1,7.22,3.8,67.1,Kinondoni,11,2022,1,Rainy,0,0,5,72,64,15,35.0,187622,113.0,24.8,2061846,1620610,385614,1753080
33.0,141.2,86.0,441767,76.0,6.76,1.61,29.0,Kinondoni,12,2022,3,Short Rains,0,0,5,72,64,15,35.0,187622,131.3,33.6,1753080,918220,678988,1484204
31.7,253.8,90.7,355140,18.2,7.55,2.92,71.8,Kinondoni,1,2023,6,Hot,1,0,5,72,64,15,35.0,187622,351.8,31.4,1484204,2061846,925253,1452175
20.5,138.8,50.1,102312,150.1,7.53,1.11,21.2,Kinondoni,2,2023,2,Hot,0,0,5,72,64,15,35.0,187622,93.0,19.8,1452175,1753080,1620610,466527
31.5,171.8,40.1,74735,105.1,7.11,1.75,36.4,Kinondoni,3,2023,2,Rainy,0,0,5,72,64,15,35.0,187622,203.1,31.3,466527,1484204,918220,344498
20.7,229.1,63.2,174938,198.0,7.83,0.54,73.5,Kinondoni,4,2023,5,Rainy,1,0,5,72,64,15,35.0,187622,323.5,20.6,344498,1452175,2061846,725270
20.5,250.6,61.5,246377,19.4,7.5,3.99,13.2,Kinondoni,5,2023,0,Rainy,0,0,5,72,64,15,35.0,187622,333.7,21.3,725270,466527,1753080,990955
20.6,61.6,90.3,330045,168.2,6.89,4.69,18.3,Kinondoni,6,2023,3,Dry,0,0,5,72,64,15,35.0,187622,45.0,20.3,990955,344498,1484204,1121748
23.8,123.1,42.6,115579,139.0,7.97,1.52,37.2,Kinondoni,7,2023,5,Dry,1,1,5,72,64,15,35.0,187622,69.7,23.7,1121748,725270,1452175,535433
34.3,122.2,40.9,491712,136.6,8.24,4.45,97.1,Kinondoni,8,2023,1,Dry,0,0,5,72,64,15,35.0,187622,142.9,35.1,535433,990955,466527,1346955
24.5,244.9,88.2,513061,84.1,8.39,2.5,21.2,Kinondoni,9,2023,4,Dry,0,0,5,72,64,15,35.0,187622,193.3,24.8,1346955,1121748,344498,1837355
26.6,136.4,93.4,307533,189.8,8.24,3.9,50.5,Kinondoni,10,2023,6,Dry,1,0,5,72,64,15,35.0,187622,119.4,26.7,1837355,535433,725270,894411
23.0,221.7,47.5,141980,170.0,6.69,3.45,31.4,Kinondoni,11,2023,2,Rainy,0,0,5,72,64,15,35.0,187622,267.9,24.0,894411,1346955,990955,580568
31.5,261.0,76.3,142547,141.9,7.27,4.48,86.6,Kinondoni,12,2023,4,Short Rains,0,0,5,72,64,15,35.0,187622,187.5,32.2,580568,1837355,1121748,491969
21.6,202.0,54.5,481220,47.1,6.71,1.01,47.7,Kinondoni,1,2024,0,Hot,0,0,5,72,64,15,35.0,187622,277.8,22.1,491969,894411,535433,1818891
22.6,24.2,68.6,369782,42.7,6.85,4.24,96.7,Kinondoni,2,2024,3,Hot,0,1,5,72,64,15,35.0,187622,30.6,22.3,1818891,580568,1346955,1364203
21.3,289.0,52.6,464231,137.9,6.66,0.64,98.9,Kinondoni,3,2024,4,Rainy,0,0,5,72,64,15,35.0,187622,412.6,21.9,1364203,491969,1837355,1586816
29.9,186.1,51.9,104954,21.9,6.62,1.72,97.2,Kinondoni,4,2024,0,Rainy,0,0,5,72,64,15,35.0,187622,102.0,30.0,1586816,1818891,894411,351134
28.6,220.1,42.1,206524,34.1,7.99,1.09,39.8,Kinondoni,5,2024,2,Rainy,0,0,5,72,64,15,35.0,187622,298.4,28.7,351134,1364203,580568,753664
25.7,66.7,49.6,456416,65.8,7.42,4.62,45.4,Kinondoni,6,2024,5,Dry,1,0,5,72,64,15,35.0,187622,73.5,26.7,753664,1586816,491969,1724012
20.8,192.2,66.6,211268,119.1,7.89,4.54,47.2,Kinondoni,7,2024,0,Dry,0,0,5,72,64,15,35.0,187622,255.0,19.9,1724012,351134,1818891,802988
29.5,287.0,85.3,320826,95.6,7.33,4.08,96.1,Kinondoni,8,2024,3,Dry,0,0,5,72,64,15,35.0,187622,145.9,29.1,802988,753664,1364203,919223
27.6,289.6,73.5,251369,21.7,6.76,1.41,11.8,Kinondoni,9,2024,6,Dry,1,0,5,72,64,15,35.0,187622,236.8,27.8,919223,1724012,1586816,1020760
22.1,132.3,61.1,76462,27.0,7.14,2.84,86.8,Kinondoni,10,2024,1,Dry,0,0,5,72,64,15,35.0,187622,192.8,21.3,1020760,802988,351134,378213
32.5,170.3,51.3,285839,22.7,7.24,3.54,78.1,Kinondoni,11,2024,4,Rainy,0,0,5,72,64,15,35.0,187622,192.5,32.2,378213,919223,753664,1195799
21.7,224.6,74.5,108950,153.3,7.8,1.89,85.8,Kinondoni,12,2024,6,Short Rains,1,0,5,72,64,15,35.0,187622,226.3,22.4,1195799,1020760,1724012,424206
29.1,258.4,64.1,256578,90.5,8.24,4.6,12.9,Temeke,1,2005,5,Hot,1,0,4,5,35,36,28.8,367146,173.0,29.5,736371,691825,968441,809384
33.0,128.2,66.0,405171,176.9,7.76,0.91,42.9,Temeke,2,2005,1,Hot,0,0,4,5,35,36,28.8,367146,141.2,32.8,809384,1739511,1349329,1559682
24.1,58.4,84.2,111229,124.5,7.91,2.28,77.1,Temeke,3,2005,1,Rainy,0,0,4,5,35,36,28.8,367146,77.3,23.2,1559682,363985,479310,423162
21.0,176.4,53.0,442395,155.6,8.42,2.26,45.6,Temeke,4,2005,4,Rainy,0,0,4,5,35,36,28.8,367146,170.3,21.4,423162,809384,1333043,1491464
25.8,60.0,87.1,425264,55.4,7.76,3.0,14.5,Temeke,5,2005,6,Rainy,1,0,4,5,35,36,28.8,367146,44.7,25.4,1491464,1559682,1389993,1506904
27.5,113.7,65.8,117407,187.3,8.28,0.72,71.2,Temeke,6,2005,2,Dry,0,0,4,5,35,36,28.8,367146,143.3,27.9,1506904,423162,274856,322488
25.4,135.0,53.0,188124,179.0,8.46,1.55,89.3,Temeke,7,2005,4,Dry,0,0,4,5,35,36,28.8,367146,166.4,25.6,322488,1491464,809384,582017
20.1,74.8,78.9,209873,20.6,7.69,1.51,70.3,Temeke,8,2005,0,Dry,0,0,4,5,35,36,28.8,367146,58.8,20.6,582017,1506904,1559682,711397
23.5,146.6,88.6,58490,119.5,7.84,2.72,15.4,Temeke,9,2005,3,Dry,0,0,4,5,35,36,28.8,367146,164.9,23.3,711397,322488,423162,157038
32.9,175.7,81.1,87575,127.2,7.2,0.65,92.3,Temeke,10,2005,5,Dry,1,0,4,5,35,36,28.8,367146,103.0,31.8,157038,582017,1491464,229688
23.5,271.1,93.4,298826,77.3,7.55,3.45,47.8,Temeke,11,2005,1,Rainy,0,0,4,5,35,36,28.8,367146,305.9,24.4,229688,711397,1506904,925960
29.1,138.7,52.1,412514,104.7,7.18,4.29,38.2,Temeke,12,2005,3,Short Rains,0,0,4,5,35,36,28.8,367146,139.0,28.7,925960,157038,322488,1205226
25.5,204.2,66.8,115990,129.0,7.86,4.36,68.5,Temeke,1,2006,6,Hot,1,0,4,5,35,36,28.8,367146,123.7,25.5,1205226,229688,582017,284173
30.8,90.9,83.8,283012,163.3,6.57,4.6,36.3,Temeke,2,2006,2,Hot,0,0,4,5,35,36,28.8,367146,59.8,29.9,284173,925960,711397,732499
31.3,227.3,47.5,292604,110.4,7.5,0.89,66.9,Temeke,3,2006,2,Rainy,0,0,4,5,35,36,28.8,367146,155.5,30.5,732499,1205226,157038,782599
34.9,61.3,51.2,125538,119.5,7.26,4.54,72.5,Temeke,4,2006,5,Rainy,1,0,4,5,35,36,28.8,367146,40.7,34.1,782599,284173,229688,453074
23.7,56.0,53.4,383420,61.0,8.22,3.73,40.5,Temeke,5,2006,0,Rainy,0,0,4,5,35,36,28.8,367146,78.4,24.1,453074,732499,925960,1127700
21.9,150.0,68.5,500550,153.2,6.6,1.7,79.4,Temeke,6,2006,3,Dry,0,0,4,5,35,36,28.8,367146,97.1,22.9,1127700,782599,1205226,1943166
27.8,158.7,49.6,378853,53.9,6.88,0.56,87.8,Temeke,7,2006,5,Dry,1,0,4,5,35,36,28.8,367146,200.9,28.1,1943166,453074,284173,1068241
21.0,47.2,81.6,482884,185.1,7.9,2.61,69.2,Temeke,8,2006,1,Dry,0,0,4,5,35,36,28.8,367146,50.9,21.4,1068241,1127700,732499,1867775
20.5,36.4,94.2,374362,175.9,8.05,2.11,17.7,Temeke,9,2006,4,Dry,0,0,4,5,35,36,28.8,367146,26.9,20.6,1867775,1943166,782599,1379001
30.2,87.6,70.5,491939,114.5,7.91,4.39,49.1,Temeke,10,2006,6,Dry,1,0,4,5,35,36,28.8,367146,44.5,31.7,1379001,1068241,453074,1938828
29.1,216.6,81.7,190780,180.0,7.4,1.04,24.3,Temeke,11,2006,2,Rainy,0,1,4,5,35,36,28.8,367146,188.6,29.3,1938828,1867775,1127700,575406
22.3,267.5,80.7,190122,113.2,7.94,2.31,75.3,Temeke,12,2006,4,Short Rains,0,0,4,5,35,36,28.8,367146,284.8,22.6,575406,1379001,1943166,535996
32.6,226.2,59.7,202105,199.1,6.86,3.05,23.3,Temeke,1,2007,0,Hot,0,0,4,5,35,36,28.8,367146,281.3,32.1,535996,1938828,1068241,553169
22.4,246.6,60.3,320357,187.1,7.36,4.76,68.5,Temeke,2,2007,3,Hot,0,0,4,5,35,36,28.8,367146,155.7,23.4,553169,575406,1867775,773353
29.2,263.4,89.7,60113,159.5,6.85,4.41,36.0,Temeke,3,2007,3,Rainy,0,0,4,5,35,36,28.8,367146,252.4,29.4,773353,535996,1379001,144893
25.0,284.1,60.7,469602,46.4,7.35,4.66,62.2,Temeke,4,2007,6,Rainy,1,0,4,5,35,36,28.8,367146,273.9,24.8,144893,553169,1938828,1664403
32.4,284.5,47.8,408711,106.9,7.72,2.12,62.4,Temeke,5,2007,1,Rainy,0,0,4,5,35,36,28.8,367146,309.2,33.4,1664403,773353,575406,1012766
27.5,116.1,60.6,112053,84.2,6.89,4.07,86.1,Temeke,6,2007,4,Dry,0,0,4,5,35,36,28.8,367146,91.6,27.9,1012766,144893,535996,276470
